tweet_text,emotion_type,product_mention
"At #SXSW, Apple schools the marketing experts {link} via @mention",Positive emotion,Apple
"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Positive emotion,Apple
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Positive emotion,Apple
"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Positive emotion,Apple
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ @mention there's still time :),Positive emotion,Apple
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,no emotion,Apple
@mention  Apple Store on Congress  {link} #sxsw #austin,no emotion,Apple
&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Negative emotion,Apple
2wks only Apple Store in 6th Austin street is now opened. #sxsw,no emotion,Apple
A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,no emotion,Apple
Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Positive emotion,Apple
Temporary Apple store at #sxsw - huge line. {link},no emotion,Apple
Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,Positive emotion,Apple
Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Positive emotion,Apple
"Temporary apple store for #sxsw, line goes around the block {link}",no emotion,Apple
Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,no emotion,Apple
Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Positive emotion,Apple
Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Positive emotion,Apple
The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,no emotion,Apple
Base Camp Apple.  #SXSW {link},no emotion,Apple
iPad news apps 'so last year' at #SXSW {link},Negative emotion,Apple
10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},Positive emotion,Apple
Now there are 150 million mobile google maps users @mention #sxsw,Positive emotion,Google
The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,no emotion,Apple
And a few are Android too RT @mention 10 New Mobile Apps IÛªll Be Using atåÊ#SXSW  {link},Positive emotion,Google
"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",no emotion,Google
"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",Positive emotion,Apple
"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",no emotion,Apple
"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",no emotion,Google
Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,no emotion,Apple
Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},no emotion,Apple
Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},no emotion,Apple
I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it,no emotion,Apple
I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link},no emotion,Apple
"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",no emotion,Apple
"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",no emotion,Apple
Overheard at #sxsw &quot;the iPad is a relaxing computer&quot;: agreed. #iPad #apple,Positive emotion,Apple
Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked,Negative emotion,Apple
"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",no emotion,Google
ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Negative emotion,Apple
Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,no emotion,Google
Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link},no emotion,Apple
Long line at #sxsw? What Else?  Apple Store {link},no emotion,Apple
"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw",Positive emotion,Apple
"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW",Positive emotion,Apple
"ÛÏ@mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSWÛ",Positive emotion,Google
knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw,Positive emotion,Apple
overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour,Negative emotion,Apple
"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech",Positive emotion,Apple
First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw,Positive emotion,Google
Huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad,Positive emotion,Apple
If ur not at the #google #aclu 80's party....u should be! #sxsw,Positive emotion,Google
The queue at the apple pop-up store #sxsw {link},no emotion,Apple
The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw,no emotion,Google
I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw,Positive emotion,Apple
Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,Positive emotion,Apple
Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...,Positive emotion,Apple
is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,no emotion,Google
"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",no emotion,Apple
Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU,no emotion,Google
they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,Negative emotion,Both
ÛÏ@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.Û&lt;&lt; so cute!,no emotion,Apple
".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw",Negative emotion,Apple
".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",no emotion,Google
Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.,Negative emotion,Apple
My iPhone battery at 100%. #winning at #SXSW,Positive emotion,Apple
My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce,Negative emotion,Apple
will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},no emotion,Google
this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,Positive emotion,Apple
This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention,Positive emotion,Apple
Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google,no emotion,Google
Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,Positive emotion,Apple
"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",no emotion,Apple
The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer,no emotion,Google
"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc",no emotion,Both
ÛÏ@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention,Negative emotion,Apple
IPad 2 is better..they have had time to improve #sxsw,Positive emotion,Apple
"Cus!
It's between pacman google, singularity or #sxsw noobs meetup",no emotion,Google
{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW,Positive emotion,Apple
So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger,no emotion,Apple
Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,Negative emotion,Google
Of course Bing results are good they are Google's:) #SEO #SXSW #qagb,Positive emotion,Google
ÛÏ@mention Black or white iPad?  #sxsw #iPad2Û that is the question....,no emotion,Apple
"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}",no emotion,Both
"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",no emotion,Both
"Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",no emotion,Both
Is anyone bringing their iPad vs. their computer to #sxsw?,no emotion,Apple
impulsive buy = all your friends at #SXSW -&gt; I now have one too. Selling my 1st gen 32gb 3g iPad now,Positive emotion,Apple
ÛÏ@mention Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2Û :),Positive emotion,Apple
Someone's buying herself a present ;-) RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW {link},Positive emotion,Apple
Nice find by RSQ's @mention {link} #sxsw #iPad #app,Positive emotion,Apple
"The South By Southwest Panels, Illustrated [PICS]: Sometimes the best... {link} #News #Ogilvy #sxsw #trending #Cyber #iPhone",no emotion,Apple
My Google calendar's Saturday night is a giant overlap of #sxsw parties.,no emotion,Google
&quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw,Positive emotion,Google
"Exciting, canÛªt wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}",Positive emotion,Apple
"Great for certain meetings. RT @mention Hello, Holler Gram, our new iPad app {link} #hollergram #sxsw",Positive emotion,Apple
Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw,Positive emotion,Google
Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw,no emotion,Google
"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",no emotion,Google
"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps.",no emotion,Google
"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news",no emotion,Google
"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW",no emotion,Google
Google to Circle Austin? #sxsw {link},no emotion,Google
No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?),no emotion,Google
NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,no emotion,Google
"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace",no emotion,Both
Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?,no emotion,Google
"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",no emotion,Apple
"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention.",Negative emotion,Apple
Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw,Positive emotion,Apple
Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.,no emotion,Apple
